"","num_bureau","num_bureau_vote","inscrit","votant","bul_nul","suffrage","bby","yaw","wallu","bunt","aar","bgg","mpr","naw","som_vote","@_id","@_uuid","@_submission_time","@_index","@_parent_table_name","index","@_tags","@_notes","@_version","@_duration","@_submitted_by","@_xform_id","region","departement","centre_vote","reportaire","bureau_reel"
"17","1",3,585,257,0,257,70,165,11,0,1,2,5,3,"257",NA,"",NA,17,"data",12,"","","","","","","01","011","Ouakam","Falilou Ndiaye","1"
"18","1",58,507,230,0,230,37,7,179,0,0,1,6,0,"230",NA,"",NA,18,"data",13,"","","","","","","03","033","Darou Marnane","Landing Cisse","1"
"19","1",4,584,247,0,247,81,144,13,0,5,0,4,0,"247",NA,"",NA,19,"data",14,"","","","","","","01","011","584","ECOLE OUAKAM","1"
"20","1",3,578,262,0,262,59,10,184,0,1,2,6,0,"262",NA,"",NA,20,"data",15,"","","","","","","03","033","Ecole Cheikh Ibra Fall","Falilou Ndiaye","1"
"21","1",3,517,200,0,200,71,126,1,1,0,0,0,0,"199",NA,"",NA,21,"data",16,"","","","","","","02","023","École mission","Ibrahima gaye","1"
"22","1",8,582,284,2,282,48,8,200,4,2,3,12,5,"282",NA,"",NA,22,"data",17,"","","","","","","03","033","Ecole Cheikh Ibra Fall","Falilou Ndiaye","1"
"23","1",NA,400,213,0,213,173,24,3,1,2,4,2,4,"213",NA,"",NA,23,"data",18,"","","","","","","06","061","LATMINGUE","BADARA TAMBA","1"
"24","1",9,300,180,0,180,73,78,2,1,14,4,4,4,"180",NA,"",NA,24,"data",19,"","","","","","","07","072","Malick K DIAW","Ibrahima gaye","1"
"25","1",3,585,263,0,263,107,105,19,2,22,1,3,4,"263",NA,"",NA,25,"data",20,"","","","","","","07","072","MODA KANE","BADARA TAMBA","1"
"26","1",17,581,211,2,210,62,114,9,1,12,1,11,0,"210",NA,"",NA,26,"data",21,"","","","","","","01","015","Ecole Privé Sanka","Landing cisse","1"
"27","1",3,565,295,3,295,95,38,150,0,5,0,6,1,"295",NA,"",NA,27,"data",22,"","","","","","","01","012","Cité Ndéye Marie","Faliliou Ndiaye","1"
"28","1",4,582,269,0,269,106,128,20,0,4,1,9,1,"269",NA,"",NA,28,"data",23,"","","","","","","01","014","CES EST","Falilou Ndiaye","1"
"29","1",5,568,183,0,183,56,41,74,0,3,0,8,1,"183",NA,"",NA,29,"data",24,"","","","","","","01","012","Ecole elementaire Cité Ndèye Marie","Falilou Ndiaye","1"
"30","1",4,443,200,0,200,89,103,2,0,3,1,1,1,"200",NA,"",NA,30,"data",25,"","","","","","","14","141","EL HADJI DEMBOCOLY","Landing cisse","1"
"31","1",5,582,248,0,248,73,150,10,0,5,3,6,1,"248",NA,"",NA,31,"data",26,"","","","","","","01","011","Ecole Ouakam Camp","Falilou Ndiaye","1"
"32","1",17,581,211,1,210,62,114,9,1,12,1,11,0,"210",NA,"",NA,32,"data",27,"","","","","","","01","015","Falilou Ndiaye","https://enketo.ona.io/x/L0gDiN4A","1"
"33","1",6,598,300,0,300,106,125,21,2,35,0,9,2,"300",NA,"",NA,33,"data",28,"","","","","","","01","013","Ecole Guaye Mauride","Landing cisse","1"
"34","1",4,582,269,0,269,106,128,20,0,4,1,9,1,"269",NA,"",NA,34,"data",29,"","","","","","","01","014","CES EST","BADARA TAMBA","1"
"35","1",5,601,271,0,271,82,129,21,1,28,3,5,2,"271",NA,"",NA,35,"data",30,"","","","","","","01","013","Gouye Mouride","Falilou Ndiaye","1"
"36","1",4,575,275,1,274,74,176,8,3,4,4,1,4,"274",NA,"",NA,36,"data",31,"","","","","","","02","023","MATAR DIEME","OUSMANE BEN MADY BA","1"
"37","1",11,584,278,1,277,72,174,15,1,4,2,6,3,"277",NA,"",NA,37,"data",32,"","","","","","","01","011","Ouakam Camp","Falilou Ndiaye","1"
"38","1",5,568,183,0,183,56,41,74,0,3,0,8,1,"183",NA,"",NA,38,"data",33,"","","","","","","01","012","Ecole ELementaire Puplique Cité Ndeye Marie","Landing cisse","1"
"39","1",5,568,183,0,183,56,41,74,0,3,0,8,1,"183",NA,"",NA,39,"data",34,"","","","","","","01","012","ECOLE ELEMENTAIRE CITE NDEYE MARIE","BADARA TAMBA","1"
"40","1",1,549,192,0,192,51,129,6,1,0,0,3,2,"192",NA,"",NA,40,"data",35,"","","","","","","02","023","FRANCOIS NTAB","OUSMANE","1"
"41","1",4,454,224,0,224,39,176,4,1,0,1,0,3,"224",NA,"",NA,41,"data",36,"","","","","","","02","023","HLM Néma","Falilou Ndiaye","1"
"42","1",15,578,246,1,245,67,157,5,0,1,0,11,4,"245",NA,"",NA,42,"data",37,"","","","","","","01","014","Daroukhane","Falilou Ndiaye","1"
"43","1",5,533,240,0,240,21,211,1,0,2,1,2,2,"240",NA,"",NA,43,"data",38,"","","","","","","02","023","LANDING TAMBA","OUSMANE","1"
"44","1",8,585,265,0,265,70,168,12,0,4,5,6,0,"265",NA,"",NA,44,"data",39,"","","","","","","01","011","OUAKAM CAMP","BADARA TAMBA","1"
"45","1",6,562,246,0,246,98,30,103,2,2,0,11,0,"246",NA,"",NA,45,"data",40,"","","","","","","01","012","Ecole publique cité Ndéye Marie","Falilou Ndiaye","1"
"46","1",2,545,176,3,173,54,109,5,0,2,0,1,2,"173",NA,"",NA,46,"data",41,"","","","","","","02","023","FRANCOIS NTAB","OUSMANE","1"
"47","1",8,585,265,0,265,70,168,12,0,4,5,6,0,"265",NA,"",NA,47,"data",42,"","","","","","","01","011","Ouakam camp","Falilou Ndiaye","1"
"48","1",10,585,248,0,246,63,162,8,0,6,2,2,3,"246",NA,"",NA,48,"data",43,"","","","","","","01","011","OUAKAM CAMP","OUSMANE","1"
"49","1",5,580,276,0,276,90,142,25,2,3,0,11,3,"276",NA,"",NA,49,"data",44,"","","","","","","01","014","CES EST","BADARA TAMBA","1"
"50","1",5,580,276,0,276,90,142,25,2,3,0,11,3,"276",NA,"",NA,50,"data",45,"","","","","","","01","014","CES EST","Falilou Ndiaye","1"
"51","1",2,599,278,0,278,102,110,22,2,30,1,8,3,"278",NA,"",NA,51,"data",46,"","","","","","","01","013","El GOUYE MOURIDE","Landing cisse","1"
"52","1",2,531,240,1,239,33,200,2,0,0,2,1,1,"239",NA,"",NA,52,"data",47,"","","","","","","02","023","LANDING TAMBA","OUSMANE","1"
"53","1",9,541,256,0,256,66,183,3,1,0,0,3,0,"256",NA,"",NA,53,"data",48,"","","","","","","02","023","École Amath Barry","Bruce","3"
"54","2",3,542,248,0,248,50,182,5,1,3,1,3,3,"248",NA,"",NA,54,"data",48,"","","","","","","02","023","École Amath Barry","Bruce","3"
"55","3",11,540,252,0,252,55,187,2,2,1,2,3,0,"252",NA,"",NA,55,"data",48,"","","","","","","02","023","École Amath Barry","Bruce","3"
"56","1",12,584,252,0,252,66,163,10,0,5,2,4,1,"251",NA,"",NA,56,"data",49,"","","","","","","01","011","OUAKAM CAMP","BADARA TAMBA","1"
"57","1",12,584,256,1,256,66,163,10,0,5,2,4,1,"251",NA,"",NA,57,"data",50,"","","","","","","01","011","Ouakam camp","Falilou Ndiaye","1"
"58","1",1,546,298,0,298,74,215,5,0,0,2,1,1,"298",NA,"",NA,58,"data",51,"","","","","","","02","023","DAVID CARVALHO","OUSMANE","1"
"59","1",11,586,239,0,239,71,138,10,0,10,1,9,0,"239",NA,"",NA,59,"data",52,"","","","","","","01","015","Ecole Privé Samba","Falilou Ndiaye","1"
"60","1",12,569,252,1,251,110,119,3,6,2,3,5,3,"251",NA,"",NA,60,"data",53,"","","","","","","06","061","IBRAHIMA NIASS","OUSMANE","1"
"61","1",3,580,325,3,325,191,116,9,0,1,0,5,0,"322",NA,"",NA,61,"data",54,"","","","","","","01","013","ECOLE ELEMENTAIRE SANGALCAN1","LANDING CISSE","1"
"62","1",11,586,239,0,239,71,138,10,0,10,1,9,0,"239",NA,"",NA,62,"data",55,"","","","","","","01","015","ECOLE PRIVE SANKA","BADARA TAMBA","1"
"63","1",3,570,265,0,265,134,116,4,2,1,4,3,1,"265",NA,"",NA,63,"data",56,"","","","","","","06","061","ECOLE IBRAHIMA NIASS","OUSMANE","1"
"64","1",5,582,248,0,248,73,150,10,0,5,3,6,1,"248",NA,"",NA,64,"data",57,"","","","","","","01","011","ECOLE OUAKAM CAMP","BADARA TAMBA","1"
"65","1",9,578,235,0,235,68,140,15,0,2,0,9,1,"235",NA,"",NA,65,"data",58,"","","","","","","01","014","DAROUKHANE","LANDING CISSE","1"
"66","1",5,566,258,0,258,121,127,3,2,0,1,3,1,"258",NA,"",NA,66,"data",59,"","","","","","","06","061","IBRAHIMA NIASS","OUSMANE","1"
"67","1",8,577,245,2,243,66,149,16,0,2,1,7,2,"243",NA,"",NA,67,"data",60,"","","","","","","01","014","8","Ecole Daroukhane","1"
"68","1",9,561,241,1,240,108,119,7,1,2,1,1,1,"240",NA,"",NA,68,"data",61,"","","","","","","06","061","IBRAHIMA NIASS","OUSMANE","1"
"69","1",17,581,211,1,210,62,114,9,1,12,1,11,0,"210",NA,"",NA,69,"data",62,"","","","","","","01","015","ECOLE PRIVE SANKA","BADARA TAMBA","1"
"70","1",9,563,206,0,206,150,46,3,0,1,0,6,0,"206",NA,"",NA,70,"data",63,"","","","","","","09","091","TMS","Falilou Ndiaye","1"
"71","1",4,568,239,0,239,113,116,0,4,3,0,2,1,"239",NA,"",NA,71,"data",64,"","","","","","","06","061","IBRAHIMA NIASS","OUSMANE","1"
"72","1",3,563,227,0,227,168,47,5,0,1,0,4,2,"227",NA,"",NA,72,"data",65,"","","","","","","09","091","Thierno Mamadou Sall","Falilou Ndiaye","1"
"73","1",4,517,205,1,204,153,14,30,0,2,2,2,1,"204",NA,"",NA,73,"data",66,"","","","","","","06","062","Paoskoto","LANDING CISSE","1"
"74","1",6,601,271,0,271,82,129,21,1,28,3,5,2,"271",NA,"",NA,74,"data",67,"","","","","","","01","013","GOUYE MOURIDE","BADARA TAMBA","1"
"75","1",11,542,183,2,181,48,123,4,0,3,2,0,1,"181",NA,"",NA,75,"data",68,"","","","","","","02","023","Ecole François NTAB","Cissokho Téguida","1"
"76","1",7,564,268,1,267,200,52,2,0,0,2,10,1,"267",NA,"",NA,76,"data",69,"","","","","","","09","091","Thierno Mamadou Sall","Falilou Ndiaye","1"
"77","1",2,577,267,0,267,132,114,6,0,2,1,7,5,"267",NA,"",NA,77,"data",70,"","","","","","","06","061","IBRAHIMA NIASS","OUSMANE","1"
"78","1",1,581,282,0,282,107,150,14,0,0,1,10,0,"282",NA,"",NA,78,"data",71,"","","","","","","01","014","C.F.S EST","OUSMANE","1"
"79","1",8,564,253,1,252,199,41,5,1,0,0,6,0,"252",NA,"",NA,79,"data",72,"","","","","","","09","091","Thierno Mamadou Sall","Falilou Ndiaye","1"
"80","1",11,584,278,1,277,72,174,15,1,4,2,6,3,"277",NA,"",NA,80,"data",73,"","","","","","","01","011","OUAKAM CAMP","BADARA TAMBA","1"
"81","1",2,595,359,2,357,165,180,8,1,1,0,3,0,"358",NA,"",NA,81,"data",74,"","","","","","","04","043","OUMAR DIAGNE SYR","OUSMANE","1"
"82","1",9,563,206,0,206,150,46,3,0,1,0,6,0,"206",NA,"",NA,82,"data",75,"","","","","","","09","091","TMS","Falilou Ndiaye","1"
"83","1",1,595,357,2,355,179,155,12,1,2,0,2,4,"355",NA,"",NA,83,"data",76,"","","","","","","04","043","OUMAR SYR DIAGNE","OUSMANE","1"
"84","1",3,563,227,0,227,168,47,5,0,1,0,4,2,"227",NA,"",NA,84,"data",77,"","","","","","","09","091","Thierno Mamadou Sall","Falilou Ndiaye","1"
"85","1",4,454,224,0,224,39,176,4,1,0,1,0,3,"224",NA,"",NA,85,"data",78,"","","","","","","02","023","4","BADARA TAMBA","1"
"86","1",9,545,197,1,196,51,135,6,1,0,1,2,0,"196",NA,"",NA,86,"data",79,"","","","","","","02","023","François NTAB","Cissokho Téguida","1"
"87","1",15,578,246,1,245,67,157,5,0,1,0,11,4,"245",NA,"",NA,87,"data",80,"","","","","","","01","014","DAROUKHANE","BADARA TAMBA","1"
"88","1",10,564,240,0,240,175,50,2,2,1,2,8,0,"240",NA,"",NA,88,"data",81,"","","","","","","09","091","CEM Thierno Mamadou Sall","Falilou Ndiaye","1"
"89","1",10,559,190,0,190,44,136,5,1,1,1,0,1,"189",NA,"",NA,89,"data",82,"","","","","","","02","023","François NTAB","Cissokho Téguida","1"
"90","1",2,574,253,3,250,60,172,9,1,0,1,5,2,"250",NA,"",NA,90,"data",83,"","","","","","","02","023","MATAR DIEME","OUSMANE","1"
"91","1",1,579,263,0,263,78,148,22,0,3,4,5,3,"263",NA,"",NA,91,"data",84,"","","","","","","01","014","Ecole Daroukhane","William","3"
"92","2",2,578,238,0,238,73,137,11,0,5,2,8,2,"238",NA,"",NA,92,"data",84,"","","","","","","01","014","Ecole Daroukhane","William","3"
"93","3",3,579,257,2,255,76,145,13,1,1,1,11,7,"255",NA,"",NA,93,"data",84,"","","","","","","01","014","Ecole Daroukhane","William","3"
"94","1",5,569,254,0,254,51,171,8,1,11,1,10,1,"254",NA,"",NA,94,"data",85,"","","","","","","01","011","cours sainte Marie de Hann","Yacouba","4"
"95","2",3,571,254,0,254,57,163,6,0,9,3,16,0,"254",NA,"",NA,95,"data",85,"","","","","","","01","011","cours sainte Marie de Hann","Yacouba","4"
"96","3",4,571,259,0,259,59,170,8,0,14,0,8,0,"259",NA,"",NA,96,"data",85,"","","","","","","01","011","cours sainte Marie de Hann","Yacouba","4"
"97","4",2,568,261,1,260,57,178,5,0,10,1,9,0,"260",NA,"",NA,97,"data",85,"","","","","","","01","011","cours sainte Marie de Hann","Yacouba","4"
"98","1",6,562,246,0,246,98,30,103,2,2,0,11,0,"246",NA,"",NA,98,"data",86,"","","","","","","01","012","ECOLE PUBLIQUE CITE NDEYE MARIE","BADARA TAMBA","1"
"99","1",NA,589,310,1,309,62,224,5,0,8,1,8,1,"309",NA,"",NA,99,"data",87,"","","","","","","01","011","MASSE MASSAERE NIANE 1 ( Baobab)","LANDING CISSE","9"
"100","1",3,575,250,1,249,65,167,8,0,1,1,3,4,"249",NA,"",NA,100,"data",88,"","","","","","","02","023","MATAR DIEME","OUSMANE","1"
"101","1",7,576,228,0,228,52,160,8,1,1,1,5,0,"228",NA,"",NA,101,"data",89,"","","","","","","02","023","MATAR DIEME","OUSMANE","1"
"102","1",3,557,230,5,227,70,128,14,2,1,0,7,5,"227",NA,"",NA,102,"data",90,"","","","","","","01","014","ECOLE KHALY MADIAKHATE KALA B","MIGUI MARAME NDIAYE","1"
"103","1",9,574,235,4,231,49,171,5,0,2,2,1,1,"231",NA,"",NA,103,"data",91,"","","","","","","02","023","ECOLE MATAR DIEME","OUSMANE","1"
"104","1",5,549,192,0,192,51,129,6,1,0,0,3,2,"192",NA,"",NA,104,"data",92,"","","","","","","02","023","François NTAB","Cissokho Téguida","1"
"105","1",13,579,262,0,262,74,159,12,0,0,1,13,3,"262",NA,"",NA,105,"data",93,"","","","","","","01","014","DAROUKHANE","BADARA TAMBA","1"
"106","1",1,245,245,0,245,34,203,3,2,0,1,1,1,"245",NA,"",NA,106,"data",94,"","","","","","","02","023","EFS","OUSMANE","1"
"107","1",8,551,196,0,196,53,134,3,3,3,0,0,0,"196",NA,"",NA,107,"data",95,"","","","","","","02","023","François NTAB","Cissokho Téguida","1"
"108","1",5,453,215,0,215,49,158,3,2,0,2,0,0,"214",NA,"",NA,108,"data",96,"","","","","","","02","023","ECOLE HLM NEMA","BADARA TAMBA","1"
"109","1",2,554,284,0,284,171,24,80,7,1,0,1,0,"284",NA,"",NA,109,"data",97,"","","","","","","06","062","Ecole 2","Yacouba","1"
"110","1",3,541,185,1,184,36,136,7,2,1,0,1,1,"184",NA,"",NA,110,"data",98,"","","","","","","02","023","François NTAB","Cissokho Téguida","1"
"111","1",4,580,293,0,293,94,47,142,0,5,0,5,0,"293",NA,"",NA,111,"data",99,"","","","","","","01","012","ECOLE PUBLIQUE CITE NDEYE MARIE","BADARA TAMBA","1"
"112","1",1,534,277,0,277,114,146,2,0,10,3,1,1,"277",NA,"",NA,112,"data",100,"","","","","","","06","061","Thiaré","Yassine","2"
"113","2",2,534,284,0,284,111,150,5,2,3,1,4,8,"284",NA,"",NA,113,"data",100,"","","","","","","06","061","Thiaré","Yassine","2"
"114","1",NA,5044,2169,0,2875,1270,741,106,3,8,2,31,8,"2169",NA,"",NA,114,"data",101,"","","","","","","01","015","Khalife babacar Sy","Ibrahima","8"
"115","1",4,551,157,0,157,39,107,5,2,1,0,3,0,"157",NA,"",NA,115,"data",102,"","","","","","","02","023","François NTAB","Cissokho Téguida","1"
"116","1",3,585,252,0,252,92,104,13,3,17,1,19,3,"252",NA,"",NA,116,"data",103,"","","","","","","07","072","ALY LO","OUSMANE","1"
"117","1",4,571,259,0,259,59,170,8,0,14,0,8,0,"259",NA,"",NA,117,"data",104,"","","","","","","01","011","COURS SAINTE MARIE DE HANN","OUSMANE","1"
"118","1",1,365,169,0,175,31,143,0,0,0,0,1,0,"175",NA,"",NA,118,"data",105,"","","","","","","02","023","ECOLE BOUCOTTE NEMA SUD","BADARA TAMBA","1"
"119","1",6,533,176,1,175,46,120,4,1,1,0,2,1,"175",NA,"",NA,119,"data",106,"","","","","","","02","023","François NTAB","Cissokho Téguida","1"
"120","1",1,584,271,2,269,97,124,14,0,20,4,4,6,"269",NA,"",NA,120,"data",107,"","","","","","","07","072","ALY LO","OUSMANE","1"
"121","1",2,577,247,0,247,75,146,12,0,4,1,9,0,"247",NA,"",NA,121,"data",108,"","","","","","","01","011","STADE IBA MAR DIOP","OUSMANE","1"
"122","1",1,581,282,0,282,107,150,14,0,0,1,10,0,"282",NA,"",NA,122,"data",109,"","","","","","","01","014","C.E.S EST","Cissokho Téguida","1"
"123","1",3,585,273,1,272,66,177,9,0,8,1,9,3,"273",NA,"",NA,123,"data",110,"","","","","","","01","011","SCAT URBAN","OUSMANE","1"
"124","1",1,591,260,1,257,85,159,7,1,0,2,1,2,"257",NA,"",NA,124,"data",111,"","","","","","","02","023","Ecole Amadou Tidiane Beye","Bruce","8"
"125","2",7,590,280,0,280,79,181,8,0,3,1,1,4,"277",NA,"",NA,125,"data",111,"","","","","","","02","023","Ecole Amadou Tidiane Beye","Bruce","8"
"126","3",6,591,274,3,271,85,173,5,1,2,2,2,1,"271",NA,"",NA,126,"data",111,"","","","","","","02","023","Ecole Amadou Tidiane Beye","Bruce","8"
"127","4",2,590,272,3,269,91,160,7,1,2,4,3,1,"269",NA,"",NA,127,"data",111,"","","","","","","02","023","Ecole Amadou Tidiane Beye","Bruce","8"
"128","5",3,591,262,0,262,88,153,8,1,5,3,3,1,"262",NA,"",NA,128,"data",111,"","","","","","","02","023","Ecole Amadou Tidiane Beye","Bruce","8"
"129","6",8,590,246,0,242,60,166,11,2,1,0,2,2,"244",NA,"",NA,129,"data",111,"","","","","","","02","023","Ecole Amadou Tidiane Beye","Bruce","8"
"130","7",9,590,262,0,262,71,171,7,2,3,2,3,3,"262",NA,"",NA,130,"data",111,"","","","","","","02","023","Ecole Amadou Tidiane Beye","Bruce","8"
"131","8",11,589,190,2,192,47,132,4,1,2,1,3,2,"192",NA,"",NA,131,"data",111,"","","","","","","02","023","Ecole Amadou Tidiane Beye","Bruce","8"
"132","1",2,545,176,3,173,54,109,5,0,2,0,1,2,"173",NA,"",NA,132,"data",112,"","","","","","","02","023","François NTAB","Cissokho Téguida","1"
"133","1",1,582,348,1,347,66,254,7,1,8,1,7,2,"346",NA,"",NA,133,"data",113,"","","","","","","01","011","ECOLE ELEMENTAIRE SCAT URBAN","OUSMANE","1"
"134","1",14,582,178,1,177,35,125,6,1,2,1,7,0,"177",NA,"",NA,134,"data",114,"","","","","","","01","011","ECOLE SCAT URBAN","OUSMANE","1"
"135","1",1,366,135,0,135,61,71,1,1,0,0,0,1,"135",NA,"",NA,135,"data",115,"","","","","","","02","022","Non renseigné","Bruce","1"
"136","1",9,578,235,0,235,68,140,15,0,2,0,9,1,"235",NA,"",NA,136,"data",116,"","","","","","","01","014","Daroukhane","Cissokho Téguida","1"
"137","1",10,585,272,2,270,55,188,9,0,4,3,11,0,"270",NA,"",NA,137,"data",117,"","","","","","","01","011","SCAT URBAN","OUSMANE","1"
"138","1",4,584,271,0,271,58,187,8,1,5,1,11,0,"271",NA,"",NA,138,"data",118,"","","","","","","01","011","ECOLE SCAT URBAM","BADARA TAMBA","1"
"139","1",3,558,278,1,277,118,152,2,1,0,2,2,0,"277",NA,"",NA,139,"data",119,"","","","","","","02","023","Bloc Scolaire Boucotte Ouest","Bruce","2"
"140","2",2,557,268,3,265,109,144,8,0,0,2,2,0,"265",NA,"",NA,140,"data",119,"","","","","","","02","023","Bloc Scolaire Boucotte Ouest","Bruce","2"
"141","1",5,566,229,0,229,57,37,122,0,1,1,10,1,"229",NA,"",NA,141,"data",120,"","","","","","","01","012","ANNEXE MAME BABACAR CISSE","BADARA TAMBA","1"
"142","1",1,263,263,0,263,80,153,0,0,3,0,0,0,"236",NA,"",NA,142,"data",121,"","","","","","","01","011","MAMOUR DIAKHATE","OUSMANE","1"
"143","1",4,570,198,0,198,52,135,7,0,1,1,0,2,"198",NA,"",NA,143,"data",122,"","","","","","","02","021","Kafountine","Cissokho","1"
"144","1",12,548,148,1,148,45,98,2,0,1,2,1,0,"149",NA,"",NA,144,"data",123,"","","","","","","02","021","Kafountine","Cissokho","1"
"145","1",7,582,280,1,279,68,189,7,0,3,4,8,0,"279",NA,"",NA,145,"data",124,"","","","","","","01","011","Ecole élementaire SCAT URBAM","Yassine","3"
"146","2",6,585,288,1,287,65,200,6,2,3,2,9,0,"287",NA,"",NA,146,"data",124,"","","","","","","01","011","Ecole élementaire SCAT URBAM","Yassine","3"
"147","3",1,583,270,2,268,64,168,9,1,11,3,10,2,"268",NA,"",NA,147,"data",124,"","","","","","","01","011","Ecole élementaire SCAT URBAM","Yassine","3"
"148","1",7,476,320,4,316,120,35,146,0,4,0,10,1,"316",NA,"",NA,148,"data",125,"","","","","","","01","012","ANEXXE","BADARA TAMBA","1"
"149","1",8,570,237,0,237,72,141,15,0,1,1,7,0,"237",NA,"",NA,149,"data",126,"","","","","","","01","011","Stade Iba Mar Diop","Yacouba","3"
"150","2",1,551,237,0,237,59,158,8,0,2,3,6,1,"237",NA,"",NA,150,"data",126,"","","","","","","01","011","Stade Iba Mar Diop","Yacouba","3"
"151","3",2,577,247,0,247,75,146,12,0,4,1,9,0,"247",NA,"",NA,151,"data",126,"","","","","","","01","011","Stade Iba Mar Diop","Yacouba","3"
"152","1",3,564,313,0,313,89,3,10,1,9,0,10,3,"125",NA,"",NA,152,"data",127,"","","","","","","01","012","Annexe Mame Wassour SECK","Fernand","2"
"153","2",4,578,207,2,205,66,1,103,0,1,0,5,29,"205",NA,"",NA,153,"data",127,"","","","","","","01","012","Annexe Mame Wassour SECK","Fernand","2"
"154","1",5,537,237,0,237,74,141,0,0,0,0,0,0,"215",NA,"",NA,154,"data",128,"","","","","","","01","011","MAMOUR DIAKHATE","OUSMANE","1"
"155","1",2,566,190,0,190,51,132,4,1,0,0,2,0,"190",NA,"",NA,155,"data",129,"","","","","","","02","021","Kafountine","Cissokho","1"
"156","1",6,537,251,0,251,90,144,0,0,0,0,0,0,"234",NA,"",NA,156,"data",130,"","","","","","","01","011","MAMOUR DIAKHATE","OUSMANE","1"
"157","1",2,583,301,7,301,78,196,8,0,10,1,6,2,"301",NA,"",NA,157,"data",131,"","","","","","","01","011","Scat-urbam","Fernand","1"
"158","1",7,536,232,0,242,81,166,0,0,0,0,0,0,"247",NA,"",NA,158,"data",132,"","","","","","","01","011","MAMOUR DIAKHATE","OUSMANE","1"
"159","1",5,566,229,0,229,57,37,122,0,1,1,10,1,"229",NA,"",NA,159,"data",133,"","","","","","","01","012","ANNEXE MAME BABACAR CISSE","BADARA TAMBA","1"
"160","1",3,564,229,1,228,68,134,12,1,2,2,7,2,"228",NA,"",NA,160,"data",134,"","","","","","","01","011","Ecole Malick Sy","Yacouba","1"
"161","1",5,583,284,4,282,65,187,17,0,1,2,8,2,"282",NA,"",NA,161,"data",135,"","","","","","","01","011","Scat-Urbam","Fernand","1"
"162","1",2,591,325,1,324,64,233,14,1,8,1,3,0,"324",NA,"",NA,162,"data",136,"","","","","","","01","011","MASSE MASSAERE NIANE 1","LANDING CISSE","8"
"163","2",3,590,309,1,308,62,222,9,0,5,1,7,0,"306",NA,"",NA,163,"data",136,"","","","","","","01","011","MASSE MASSAERE NIANE 1","LANDING CISSE","8"
"164","3",4,590,296,1,295,74,206,5,0,4,2,2,2,"295",NA,"",NA,164,"data",136,"","","","","","","01","011","MASSE MASSAERE NIANE 1","LANDING CISSE","8"
"165","4",5,589,315,0,315,72,223,4,1,7,2,5,1,"315",NA,"",NA,165,"data",136,"","","","","","","01","011","MASSE MASSAERE NIANE 1","LANDING CISSE","8"
"166","5",6,590,295,5,290,78,187,12,1,8,0,5,0,"291",NA,"",NA,166,"data",136,"","","","","","","01","011","MASSE MASSAERE NIANE 1","LANDING CISSE","8"
"167","6",7,590,308,0,308,68,222,4,1,8,1,3,1,"308",NA,"",NA,167,"data",136,"","","","","","","01","011","MASSE MASSAERE NIANE 1","LANDING CISSE","8"
"168","7",8,588,322,2,320,76,223,6,2,10,1,1,1,"320",NA,"",NA,168,"data",136,"","","","","","","01","011","MASSE MASSAERE NIANE 1","LANDING CISSE","8"
"169","8",9,591,259,1,258,41,204,3,1,4,1,4,0,"258",NA,"",NA,169,"data",136,"","","","","","","01","011","MASSE MASSAERE NIANE 1","LANDING CISSE","8"
"170","1",4,568,270,0,270,124,138,2,1,1,2,1,1,"270",NA,"",NA,170,"data",137,"","","","","","","02","023","Ecole Colonel Alioune Badara Konté","Bruce","1"
"171","1",6,477,161,1,160,39,22,94,0,0,1,4,0,"160",NA,"",NA,171,"data",138,"","","","","","","01","012","ANNEXE MAME SECK","BADARA TAMBA","1"
"172","1",13,584,196,3,195,30,143,7,0,1,1,13,0,"195",NA,"",NA,172,"data",139,"","","","","","","01","011","Scat-urbam","Fernand","1"
"173","1",11,589,190,2,192,47,132,4,1,2,1,3,2,"192",NA,"",NA,173,"data",140,"","","","","","","02","023","ECOLE AMADOU TIDIANE BOYE","OUSMANE","1"
"174","1",1,568,251,0,251,117,124,2,2,1,2,2,1,"251",NA,"",NA,174,"data",141,"","","","","","","02","023","Alioune BADARA KONTE","William","3"
"175","2",2,565,252,0,252,119,117,5,0,0,3,6,2,"252",NA,"",NA,175,"data",141,"","","","","","","02","023","Alioune BADARA KONTE","William","3"
"176","3",4,568,270,0,270,124,138,2,1,1,2,1,1,"270",NA,"",NA,176,"data",141,"","","","","","","02","023","Alioune BADARA KONTE","William","3"
"177","1",3,585,252,0,252,92,104,13,3,17,1,19,3,"252",NA,"",NA,177,"data",142,"","","","","","","07","072","Aly Lô","Yacouba","2"
"178","2",1,584,271,2,269,97,124,14,0,20,4,4,6,"269",NA,"",NA,178,"data",142,"","","","","","","07","072","Aly Lô","Yacouba","2"
"179","1",9,590,262,0,262,71,171,7,2,3,2,3,3,"262",NA,"",NA,179,"data",143,"","","","","","","02","023","AMADOU TIDIANE BOYE","OUSMANE","1"
"180","1",1,557,274,0,272,179,62,13,1,0,11,4,2,"272",NA,"",NA,180,"data",144,"","","","","","","04","041","GAE","Adoumbaye","10"
"181","2",2,557,256,0,253,170,65,4,2,0,8,2,2,"253",NA,"",NA,181,"data",144,"","","","","","","04","041","GAE","Adoumbaye","10"
"182","3",3,558,272,0,272,161,82,6,2,1,9,9,2,"272",NA,"",NA,182,"data",144,"","","","","","","04","041","GAE","Adoumbaye","10"
